profile_id,module_path,invocation_index,shape,dtype,epsilon,elementwise_affine,input_sha256,output_sha256,input_stats,output_stats
action_dit_norm3,action_head.model.transformer_blocks.15.norm3,15,"[1, 41, 1536]",bfloat16,1e-05,False,259b1802614e401e66d9555401b81552c8e1d0f57a13f1cd63b445ed59a23aea,1e7364253a430053945f31e1079529ea06b139ef5a9237f0f652d03f77831cf2,"{""inf_count"": 0, ""max"": 648.0, ""mean"": 0.05197766423225403, ""min"": -572.0, ""nan_count"": 0, ""std"": 11.40200138092041, ""zero_count"": 7}","{""inf_count"": 0, ""max"": 16.875, ""mean"": 1.2930573575431481e-05, ""min"": -14.875, ""nan_count"": 0, ""std"": 1.0000226497650146, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.16.norm1.norm,16,"[1, 41, 1536]",bfloat16,1e-05,False,c5d5f45338ac0d9b251c830195d465ae3bc491c429b754636fbb5bb69f118bba,10005abbf86cb2bc832e0e7b3462d22a35caa577e1c692504eff0b95d99597e0,"{""inf_count"": 0, ""max"": 676.0, ""mean"": 0.04464513808488846, ""min"": -584.0, ""nan_count"": 0, ""std"": 11.856201171875, ""zero_count"": 15}","{""inf_count"": 0, ""max"": 16.375, ""mean"": -3.277770929344115e-06, ""min"": -15.25, ""nan_count"": 0, ""std"": 1.0000182390213013, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.16.norm3,16,"[1, 41, 1536]",bfloat16,1e-05,False,974a5b598d94084712f373745efd4a9ecae30923ed7bc697e9929983ef594304,c3c10176ab714f940a44eb5eb1509f1cfe84fde230ace4f87e87773db5d5ea18,"{""inf_count"": 0, ""max"": 680.0, ""mean"": 0.04986777529120445, ""min"": -584.0, ""nan_count"": 0, ""std"": 11.888270378112793, ""zero_count"": 15}","{""inf_count"": 0, ""max"": 16.5, ""mean"": 1.451833441024064e-06, ""min"": -15.125, ""nan_count"": 0, ""std"": 0.9999943971633911, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.17.norm1.norm,17,"[1, 41, 1536]",bfloat16,1e-05,False,7bbf0b18339f2be51d03652e7e545e7f85a292e91bb17fad0728f381bc2dbd30,89837d1ca9bb749f5844efcd22b21501b8a0a195eac641e5a7b1dc77aad78146,"{""inf_count"": 0, ""max"": 704.0, ""mean"": 0.048859719187021255, ""min"": -596.0, ""nan_count"": 0, ""std"": 12.311367988586426, ""zero_count"": 6}","{""inf_count"": 0, ""max"": 16.375, ""mean"": 1.4760629483134835e-06, ""min"": -15.375, ""nan_count"": 0, ""std"": 1.0000150203704834, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.17.norm3,17,"[1, 41, 1536]",bfloat16,1e-05,False,3ced56a8b3097733997d24cc531dd35983db9de61f0883294efcf3a0abf83666,bf91677e1aecf4e27a898af311f4df52ac9e2fbbb3d7f1fa501f9aa865617113,"{""inf_count"": 0, ""max"": 704.0, ""mean"": 0.044265732169151306, ""min"": -596.0, ""nan_count"": 0, ""std"": 12.31192684173584, ""zero_count"": 22}","{""inf_count"": 0, ""max"": 16.25, ""mean"": -8.820275979815051e-06, ""min"": -15.3125, ""nan_count"": 0, ""std"": 0.9999476075172424, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.18.norm1.norm,18,"[1, 41, 1536]",bfloat16,1e-05,False,f3018de043600798a9925096bbc2e7d704ced795ff75efe5d8ec2029d96df1f0,77ff7e1c345e5fdd917641d178873845487e795a9afc9b76fadbd3a8ca4bf23e,"{""inf_count"": 0, ""max"": 732.0, ""mean"": 0.03429139778017998, ""min"": -604.0, ""nan_count"": 0, ""std"": 12.714171409606934, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 16.5, ""mean"": -6.714487426506821e-06, ""min"": -16.0, ""nan_count"": 0, ""std"": 0.9999915957450867, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.18.norm3,18,"[1, 41, 1536]",bfloat16,1e-05,False,72002cb2447ab390541052944ed17f6a5dd660de03c1afa945807542fdab70d9,82154318af23e6ec0d69e5d3006e6ebf6da41448976ef6855fd94d05c7fb0d0c,"{""inf_count"": 0, ""max"": 732.0, ""mean"": 0.03627985715866089, ""min"": -604.0, ""nan_count"": 0, ""std"": 12.723982810974121, ""zero_count"": 10}","{""inf_count"": 0, ""max"": 16.625, ""mean"": 8.061892003752291e-06, ""min"": -15.9375, ""nan_count"": 0, ""std"": 1.0000265836715698, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.19.norm1.norm,19,"[1, 41, 1536]",bfloat16,1e-05,False,a724ce0227649b175a91c464f339ff5472b7aae49255f9b80e6f7788490808c7,a7aa35e228e5d0672503c5e0af4e850350f1d17123008a08347b8d329c77906d,"{""inf_count"": 0, ""max"": 756.0, ""mean"": 0.03642711788415909, ""min"": -616.0, ""nan_count"": 0, ""std"": 13.155765533447266, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 16.5, ""mean"": 1.3130466868460644e-05, ""min"": -16.375, ""nan_count"": 0, ""std"": 0.999944806098938, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.19.norm3,19,"[1, 41, 1536]",bfloat16,1e-05,False,336f76503fc6a15c99db926e0dc2e5485186987b332c9d8f1c1e9873c108e00d,788538a9b66d2737532cd9108a03ac49769ac6c09a34507331fb1b571e1a9857,"{""inf_count"": 0, ""max"": 760.0, ""mean"": 0.0382009819149971, ""min"": -616.0, ""nan_count"": 0, ""std"": 13.193020820617676, ""zero_count"": 21}","{""inf_count"": 0, ""max"": 16.75, ""mean"": 4.114659077458782e-06, ""min"": -16.125, ""nan_count"": 0, ""std"": 0.9999038577079773, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.20.norm1.norm,20,"[1, 41, 1536]",bfloat16,1e-05,False,f076162abb44837aef22c8b3dbcc30b4de82cff81a792d9a433729ed75a8fb68,346f22302b0f07a2944687146225f96f4946c26538c507c289f301daa608b65b,"{""inf_count"": 0, ""max"": 792.0, ""mean"": 0.04277366027235985, ""min"": -632.0, ""nan_count"": 0, ""std"": 13.867385864257812, ""zero_count"": 15}","{""inf_count"": 0, ""max"": 16.5, ""mean"": -5.0426497182343155e-06, ""min"": -16.125, ""nan_count"": 0, ""std"": 0.9999289512634277, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.20.norm3,20,"[1, 41, 1536]",bfloat16,1e-05,False,24c3e94b144def91e1eeb5388d4c9942bc021eefcf37fd12f05c0edca8fe4566,8fb68c4ca0e074739108941de3d7d7377a108741831480e06c6229c03d5d0044,"{""inf_count"": 0, ""max"": 796.0, ""mean"": 0.04212018847465515, ""min"": -632.0, ""nan_count"": 0, ""std"": 13.926366806030273, ""zero_count"": 25}","{""inf_count"": 0, ""max"": 16.625, ""mean"": 8.750979759497568e-06, ""min"": -15.75, ""nan_count"": 0, ""std"": 0.9999939799308777, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.21.norm1.norm,21,"[1, 41, 1536]",bfloat16,1e-05,False,c6863db69c93f1bad8bdbe2d49da69788affaaabf668f1ce57aaa16e527452aa,80195c5322c56995a2051de41855bcc504ba7726a7f31f267d7c3cf31f5445d5,"{""inf_count"": 0, ""max"": 824.0, ""mean"": 0.03880244866013527, ""min"": -644.0, ""nan_count"": 0, ""std"": 14.525365829467773, ""zero_count"": 19}","{""inf_count"": 0, ""max"": 16.375, ""mean"": 2.205371856689453e-06, ""min"": -15.75, ""nan_count"": 0, ""std"": 0.9999619126319885, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.21.norm3,21,"[1, 41, 1536]",bfloat16,1e-05,False,df73e168d048d63335bbd1ca7a093bbb00021bce1fdd86b9ecc8b4edb7806d96,5e70f9bbf67296cb160cd405de3a9f82dac4588d4a82bd64a8ffbc6d1225b275,"{""inf_count"": 0, ""max"": 828.0, ""mean"": 0.04158840328454971, ""min"": -644.0, ""nan_count"": 0, ""std"": 14.599059104919434, ""zero_count"": 18}","{""inf_count"": 0, ""max"": 16.5, ""mean"": 2.343237838431378e-06, ""min"": -15.4375, ""nan_count"": 0, ""std"": 1.0000989437103271, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.22.norm1.norm,22,"[1, 41, 1536]",bfloat16,1e-05,False,7fa4c60645d8ffa963d7bd1d86f183881e2edc56bf82d88fb5dfa78109c4870d,7ce22e09a27fe525b4abdcb4232d571bb41570797be45cf091b9b78555cccc35,"{""inf_count"": 0, ""max"": 860.0, ""mean"": 0.05636759474873543, ""min"": -664.0, ""nan_count"": 0, ""std"": 15.516721725463867, ""zero_count"": 11}","{""inf_count"": 0, ""max"": 15.6875, ""mean"": 1.711695222184062e-05, ""min"": -15.375, ""nan_count"": 0, ""std"": 1.0000654458999634, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.22.norm3,22,"[1, 41, 1536]",bfloat16,1e-05,False,648b13f2961bc0734ed3e7e8b8bdf4b04eabee3da7d14281c26e28ff81b105f6,c1e9e0866fef06becd9e659acc48b5e5094f7b044a028b90dcf62c896a3b22e2,"{""inf_count"": 0, ""max"": 860.0, ""mean"": 0.050222545862197876, ""min"": -664.0, ""nan_count"": 0, ""std"": 15.52080249786377, ""zero_count"": 10}","{""inf_count"": 0, ""max"": 15.6875, ""mean"": 4.286931016395101e-06, ""min"": -15.375, ""nan_count"": 0, ""std"": 0.9999951720237732, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.23.norm1.norm,23,"[1, 41, 1536]",bfloat16,1e-05,False,2a002b429dbd08c0251206b6e4ea2e8ab75481b28bb75271a700ed5d8ae437b6,aa4b9063c42f53e7cc9fbb8336740468579ec3290749580abfcf6f5f27fc90be,"{""inf_count"": 0, ""max"": 884.0, ""mean"": 0.07488039880990982, ""min"": -680.0, ""nan_count"": 0, ""std"": 16.41814422607422, ""zero_count"": 6}","{""inf_count"": 0, ""max"": 14.9375, ""mean"": 9.931200111168437e-06, ""min"": -14.875, ""nan_count"": 0, ""std"": 1.0000463724136353, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.23.norm3,23,"[1, 41, 1536]",bfloat16,1e-05,False,dc6c2b9d02c917305c976f911a4d795158c63b71d253dfd15abad0b3c1e538b6,cd2766b690a466e46999e19fc68a2f652534aedf7423da88979cc30acfa375ed,"{""inf_count"": 0, ""max"": 884.0, ""mean"": 0.06241298094391823, ""min"": -680.0, ""nan_count"": 0, ""std"": 16.427682876586914, ""zero_count"": 20}","{""inf_count"": 0, ""max"": 14.875, ""mean"": 1.1997372894256841e-05, ""min"": -14.8125, ""nan_count"": 0, ""std"": 0.9999884366989136, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.24.norm1.norm,24,"[1, 41, 1536]",bfloat16,1e-05,False,1e44ec7701047054fc3ae961e0a4aab82d52e0b8b02650d1b4b9ef7db7b4e436,4c1e545d1e920e9f9f9da7df91b89a651f5c13eb87079fd27ce1bc73b16ae268,"{""inf_count"": 0, ""max"": 912.0, ""mean"": 0.11647684872150421, ""min"": -700.0, ""nan_count"": 0, ""std"": 17.745195388793945, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 13.875, ""mean"": -1.0949809620797168e-05, ""min"": -13.4375, ""nan_count"": 0, ""std"": 0.9999430775642395, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.24.norm3,24,"[1, 41, 1536]",bfloat16,1e-05,False,011091c585c52e529b18e17c7e10ddc0eb1d112cec4b0f8510a954abfaa32412,1df19a2bd56c0a1b73166adf123e589b6b1b65d88773c00a207401f3d08f777e,"{""inf_count"": 0, ""max"": 912.0, ""mean"": 0.1180800050497055, ""min"": -700.0, ""nan_count"": 0, ""std"": 17.755395889282227, ""zero_count"": 18}","{""inf_count"": 0, ""max"": 13.875, ""mean"": -5.267500000627479e-06, ""min"": -13.375, ""nan_count"": 0, ""std"": 0.9999223351478577, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.25.norm1.norm,25,"[1, 41, 1536]",bfloat16,1e-05,False,92add61965b9f254361e29f85d8cb3ba4dd6fe9dd3f4e5896984d4ce91415e16,3ea013d7c94bc9e7e265703356f3441784e49fad099493e0620bf97eab262a24,"{""inf_count"": 0, ""max"": 936.0, ""mean"": 0.1956564486026764, ""min"": -720.0, ""nan_count"": 0, ""std"": 19.176164627075195, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 13.4375, ""mean"": 9.016655894811265e-06, ""min"": -11.5625, ""nan_count"": 0, ""std"": 0.9999719262123108, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.25.norm3,25,"[1, 41, 1536]",bfloat16,1e-05,False,5370927a7bc38ff524651f33932adf325884d8a4f0b905d663b44024abe8dedf,0373d4c08f7e252d0f2c879e263c501897d23c8529db5266f9039f9418d6b77a,"{""inf_count"": 0, ""max"": 936.0, ""mean"": 0.17646150290966034, ""min"": -720.0, ""nan_count"": 0, ""std"": 19.167503356933594, ""zero_count"": 23}","{""inf_count"": 0, ""max"": 13.4375, ""mean"": -5.143202542967629e-06, ""min"": -11.5625, ""nan_count"": 0, ""std"": 1.0000044107437134, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.26.norm1.norm,26,"[1, 41, 1536]",bfloat16,1e-05,False,d5cfec811dd1f69b212bf009dce873a77b5ef2e3035cb7f78487e29898875728,82158f1b86d1ac1f0e76a0caeb202b5b536dc8cdc4f62ea711a77ae7b6a497f8,"{""inf_count"": 0, ""max"": 992.0, ""mean"": 0.34920215606689453, ""min"": -740.0, ""nan_count"": 0, ""std"": 21.647249221801758, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 13.25, ""mean"": 3.612138470998616e-06, ""min"": -9.9375, ""nan_count"": 0, ""std"": 1.0000805854797363, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.26.norm3,26,"[1, 41, 1536]",bfloat16,1e-05,False,17619f4cc81605c90b604cace3a4aca08f0d68d3c05083456c5cb0e5ba33fffd,1e1eed9448b28e1a12fba6ea2b1d5cd84574ddebeb9574cea20224bdf7189119,"{""inf_count"": 0, ""max"": 992.0, ""mean"": 0.35058438777923584, ""min"": -740.0, ""nan_count"": 0, ""std"": 21.66012954711914, ""zero_count"": 7}","{""inf_count"": 0, ""max"": 13.25, ""mean"": -6.248311365197878e-06, ""min"": -9.9375, ""nan_count"": 0, ""std"": 1.0000187158584595, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.27.norm1.norm,27,"[1, 41, 1536]",bfloat16,1e-05,False,7c19bf9a7f060ab9cd64fd1782d18c34a53b85259fa0a0d499fb368dbfd79556,80db8fce5560ce6571ea393cc567255089cea9e314483f50bcf7183d666caa5f,"{""inf_count"": 0, ""max"": 1040.0, ""mean"": 0.539706826210022, ""min"": -756.0, ""nan_count"": 0, ""std"": 24.258296966552734, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 13.0625, ""mean"": 4.815861302631674e-06, ""min"": -9.5, ""nan_count"": 0, ""std"": 1.0000125169754028, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.27.norm3,27,"[1, 41, 1536]",bfloat16,1e-05,False,f7e116601e57b063305f29c5129a4c5afcb9850e3ba7eff86171134cb95514e1,9c08d0979ae5c1b16df7e34f6dba5dcdc3cf737cc83c32025a649314cf559854,"{""inf_count"": 0, ""max"": 1040.0, ""mean"": 0.5281714200973511, ""min"": -756.0, ""nan_count"": 0, ""std"": 24.239530563354492, ""zero_count"": 19}","{""inf_count"": 0, ""max"": 13.0625, ""mean"": -5.45358261661022e-06, ""min"": -9.5625, ""nan_count"": 0, ""std"": 0.9999731183052063, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.28.norm1.norm,28,"[1, 41, 1536]",bfloat16,1e-05,False,9ab15901bbdd5421d76a7f4398090affdfde2447fe76f5a3b35da162a17a9378,0b11d7e897aa48a49ede4d304cb99bedf72be82138b79666bc026f175a285932,"{""inf_count"": 0, ""max"": 1144.0, ""mean"": 1.0520557165145874, ""min"": -788.0, ""nan_count"": 0, ""std"": 30.63686752319336, ""zero_count"": 15}","{""inf_count"": 0, ""max"": 12.9375, ""mean"": 5.571338078880217e-06, ""min"": -10.3125, ""nan_count"": 0, ""std"": 1.0000934600830078, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.28.norm3,28,"[1, 41, 1536]",bfloat16,1e-05,False,dcbf1b2b81be6f676a74a7218854929c18621ef3dd94d5e2d4efa08ebdeefafe,af0cc968fa6d840d2ce12df8d36ea37f34923fbf05f2b83ed72e2d8f17d83ab0,"{""inf_count"": 0, ""max"": 1144.0, ""mean"": 1.0423287153244019, ""min"": -788.0, ""nan_count"": 0, ""std"": 30.596025466918945, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 12.9375, ""mean"": 5.9212125051999465e-06, ""min"": -10.375, ""nan_count"": 0, ""std"": 1.0000332593917847, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.29.norm1.norm,29,"[1, 41, 1536]",bfloat16,1e-05,False,fb950167c61af57df001c574b4108e50b07d782915b5cb370ab0d5bca2cca5cb,1abb50fafa2f945aa92896101c5365e71dc65e6870fc87f729a459e84b1d26c3,"{""inf_count"": 0, ""max"": 1232.0, ""mean"": 1.554399847984314, ""min"": -824.0, ""nan_count"": 0, ""std"": 37.458595275878906, ""zero_count"": 12}","{""inf_count"": 0, ""max"": 12.6875, ""mean"": -2.5460390133957844e-06, ""min"": -9.6875, ""nan_count"": 0, ""std"": 0.9999609589576721, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.29.norm3,29,"[1, 41, 1536]",bfloat16,1e-05,False,881f20dc1071a6aee0a5290bde23818dcc6c864908aa0a90f3818299dc2ff3ff,68be8c41fc7f5044a46b59ce7205a2d83bed648c13e64c2d33ae2895e32d359c,"{""inf_count"": 0, ""max"": 1232.0, ""mean"": 1.515133023262024, ""min"": -820.0, ""nan_count"": 0, ""std"": 37.121089935302734, ""zero_count"": 11}","{""inf_count"": 0, ""max"": 12.6875, ""mean"": -3.27728616866807e-06, ""min"": -9.5625, ""nan_count"": 0, ""std"": 0.9999646544456482, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.30.norm1.norm,30,"[1, 41, 1536]",bfloat16,1e-05,False,5714bbd441a6c044535673a9fc4fa6a39b48280e795ff67a8c0b3f05b8f22562,5f51db59f7dbf56bb5678b1ab85c72c823e939cc7f2eb20981686e94dc6fecf1,"{""inf_count"": 0, ""max"": 1296.0, ""mean"": 1.9478778839111328, ""min"": -848.0, ""nan_count"": 0, ""std"": 42.9698486328125, ""zero_count"": 12}","{""inf_count"": 0, ""max"": 12.5625, ""mean"": -2.604674591566436e-06, ""min"": -9.75, ""nan_count"": 0, ""std"": 1.000044345855713, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.30.norm3,30,"[1, 41, 1536]",bfloat16,1e-05,False,0c476f8634b43f6efb1c3d8e532262581f4ede42d92b5208ae54aabb3bc567b4,80363e3e56a9ca5279dd28442264dacdffdf18e1ed4b79d6915d930b19f9a1a9,"{""inf_count"": 0, ""max"": 1296.0, ""mean"": 1.9427639245986938, ""min"": -848.0, ""nan_count"": 0, ""std"": 42.93986892700195, ""zero_count"": 4}","{""inf_count"": 0, ""max"": 12.5625, ""mean"": 1.3016103366680909e-05, ""min"": -9.75, ""nan_count"": 0, ""std"": 1.0000828504562378, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.31.norm1.norm,31,"[1, 41, 1536]",bfloat16,1e-05,False,a2d42593008a60f5961fa0d06525782932352051fdb0e02a10db7d100d9aa4aa,ea3e666b7ab8071b02052f4720252e26e4aa0ec28c5acbfbc2ca5406381ecb8e,"{""inf_count"": 0, ""max"": 1344.0, ""mean"": 2.1030585765838623, ""min"": -868.0, ""nan_count"": 0, ""std"": 45.43258285522461, ""zero_count"": 6}","{""inf_count"": 0, ""max"": 12.5, ""mean"": 1.35186237457674e-05, ""min"": -9.25, ""nan_count"": 0, ""std"": 1.0000938177108765, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.31.norm3,31,"[1, 41, 1536]",bfloat16,1e-05,False,bcccb1c0a0f308f77f8c4fad30057bb953f5592a40c09f8adbd90582ea372cd8,c038b7f7ee49b6a72885c4c1a16634c67376ca75704ef84ce8c9e46c7e1d4891,"{""inf_count"": 0, ""max"": 1344.0, ""mean"": 2.0942578315734863, ""min"": -864.0, ""nan_count"": 0, ""std"": 45.23999786376953, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 12.5, ""mean"": -1.5560204928988242e-06, ""min"": -9.1875, ""nan_count"": 0, ""std"": 1.0000008344650269, ""zero_count"": 0}"
action_dit_norm_out,action_head.model.norm_out,0,"[1, 41, 1536]",bfloat16,1e-06,False,0a605eebf397a3fd177515ffea3bd7faae29b6ffc307659ed2089df39b21ec03,1be4ce50f8d53f9ec76857cfbd868149c9fb27ef446a8a15e16dd6eebab41f55,"{""inf_count"": 0, ""max"": 1312.0, ""mean"": 1.9335391521453857, ""min"": -852.0, ""nan_count"": 0, ""std"": 41.825538635253906, ""zero_count"": 46}","{""inf_count"": 0, ""max"": 12.5625, ""mean"": -2.7636201593850274e-06, ""min"": -9.375, ""nan_count"": 0, ""std"": 0.9999660849571228, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.0.norm1.norm,32,"[1, 41, 1536]",bfloat16,1e-05,False,631f95498ba8568a09042729e7786aa36bc30bc151fc442bcf19f692e254b92e,d9dc2078500915a03ae1127901fee3f65b7ef9942964c2f9caee2ccf3a257e49,"{""inf_count"": 0, ""max"": 3.15625, ""mean"": -0.007010294124484062, ""min"": -3.40625, ""nan_count"": 0, ""std"": 0.3598532974720001, ""zero_count"": 55}","{""inf_count"": 0, ""max"": 4.5625, ""mean"": 1.7712271073833108e-05, ""min"": -4.21875, ""nan_count"": 0, ""std"": 0.9999451041221619, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.0.norm3,32,"[1, 41, 1536]",bfloat16,1e-05,False,c070c301710fb4d06cda1900a51b17102d868e7f772b03b4fdd880192666e77b,916582e83cd1dde735c166f06ac908ffbbfefc8618ef5b3cb3a783fe315c7410,"{""inf_count"": 0, ""max"": 3.4375, ""mean"": -0.006336087826639414, ""min"": -3.4375, ""nan_count"": 0, ""std"": 0.4053080081939697, ""zero_count"": 35}","{""inf_count"": 0, ""max"": 5.46875, ""mean"": -5.823809715366224e-06, ""min"": -5.96875, ""nan_count"": 0, ""std"": 0.999981164932251, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.1.norm1.norm,33,"[1, 41, 1536]",bfloat16,1e-05,False,c94cf04c3417fdc1542773b4c398085b10414b846c82c60ce08b762685946ad4,7177766e6116ce4b50008c7a62da2bb5ba8a298a4be5f4ceabdd83bba0bfa206,"{""inf_count"": 0, ""max"": 142.0, ""mean"": 0.07050216943025589, ""min"": -112.5, ""nan_count"": 0, ""std"": 4.795121192932129, ""zero_count"": 41}","{""inf_count"": 0, ""max"": 20.75, ""mean"": -1.4302692079581902e-06, ""min"": -20.5, ""nan_count"": 0, ""std"": 0.9999104738235474, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.1.norm3,33,"[1, 41, 1536]",bfloat16,1e-05,False,3f3aadb1503cf9f107b306bcf79180de063687099cdfbd20983d72064b28461f,1aabebd9debf20353f0b830a023c718607a9f4d2ba417d61b1ee8f2637fb7b1d,"{""inf_count"": 0, ""max"": 131.0, ""mean"": 0.078872449696064, ""min"": -110.0, ""nan_count"": 0, ""std"": 4.632393836975098, ""zero_count"": 50}","{""inf_count"": 0, ""max"": 21.0, ""mean"": 9.10642665985506e-06, ""min"": -20.125, ""nan_count"": 0, ""std"": 0.9999510049819946, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.2.norm1.norm,34,"[1, 41, 1536]",bfloat16,1e-05,False,469e20fccbfd74cc7109cfb32e723b9b379aaec10c3fb95b4692411102fb6892,2cf1b43db7dc16b8f9f579c04b386ed82c63ce5abd4633820db80717445d8894,"{""inf_count"": 0, ""max"": 118.0, ""mean"": 0.06978590041399002, ""min"": -111.0, ""nan_count"": 0, ""std"": 4.322691440582275, ""zero_count"": 27}","{""inf_count"": 0, ""max"": 17.75, ""mean"": 1.0416032637294848e-05, ""min"": -15.125, ""nan_count"": 0, ""std"": 0.9999907612800598, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.2.norm3,34,"[1, 41, 1536]",bfloat16,1e-05,False,6cce5f85c5add3c263fc7330f4897a15c80d9ac95212264e893a113573c929af,34ef2ea79c707e58e4d52f5600c7d5f5a13a2a09b917d8f22970e5ae285c23e2,"{""inf_count"": 0, ""max"": 121.5, ""mean"": 0.07504391670227051, ""min"": -113.5, ""nan_count"": 0, ""std"": 4.3654656410217285, ""zero_count"": 3}","{""inf_count"": 0, ""max"": 17.625, ""mean"": 3.8163934732438065e-06, ""min"": -15.125, ""nan_count"": 0, ""std"": 1.0000317096710205, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.3.norm1.norm,35,"[1, 41, 1536]",bfloat16,1e-05,False,c2f38d97cb2559565427fad2001cb996d5ae111836f6a52a95a94541bb925d5f,c2fd1c514974255ed500cba0f934b4b51766fcfc1e6d5f46702aebd6c55f173a,"{""inf_count"": 0, ""max"": 250.0, ""mean"": 0.10863310843706131, ""min"": -222.0, ""nan_count"": 0, ""std"": 6.259634494781494, ""zero_count"": 25}","{""inf_count"": 0, ""max"": 19.375, ""mean"": 1.2017483641102444e-05, ""min"": -14.3125, ""nan_count"": 0, ""std"": 0.9999940395355225, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.3.norm3,35,"[1, 41, 1536]",bfloat16,1e-05,False,f16fff35f66c4ab1ac13147ade0a7d6bbb766660d714a2b99230908b8bbf7355,f45b420c63b29fde41f2f7b294c9e251911d15700ab47dd9518e3b1bee039349,"{""inf_count"": 0, ""max"": 225.0, ""mean"": 0.09855327755212784, ""min"": -208.0, ""nan_count"": 0, ""std"": 5.574832916259766, ""zero_count"": 19}","{""inf_count"": 0, ""max"": 17.75, ""mean"": 7.4665722422651015e-06, ""min"": -14.3125, ""nan_count"": 0, ""std"": 0.9999018907546997, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.4.norm1.norm,36,"[1, 41, 1536]",bfloat16,1e-05,False,6e3a9b71c6cb06a8ebd0bbbb62a624c369c3c920517678add320e765d5c10870,9c99d9e574b9827b0b4bf6eb31bb1ce920c8094ca02108934e041bf2a722dd8a,"{""inf_count"": 0, ""max"": 316.0, ""mean"": 0.13226252794265747, ""min"": -278.0, ""nan_count"": 0, ""std"": 7.148380756378174, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 20.375, ""mean"": 3.0471057925751666e-06, ""min"": -14.1875, ""nan_count"": 0, ""std"": 0.999971866607666, ""zero_count"": 0}"
