profile_id,module_path,invocation_index,shape,dtype,epsilon,elementwise_affine,input_sha256,output_sha256,input_stats,output_stats
action_dit_norm3,action_head.model.transformer_blocks.4.norm3,36,"[1, 41, 1536]",bfloat16,1e-05,False,60e1e501f241442d785e86553c84a7ed09f34c77e6de20898599010939669b3c,cdfe78f4fe97f80a8ad3f3aab6826ee4fac5c783bb6c964263cc53884c3b1134,"{""inf_count"": 0, ""max"": 318.0, ""mean"": 0.12595030665397644, ""min"": -280.0, ""nan_count"": 0, ""std"": 7.245405673980713, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 20.375, ""mean"": 3.926516455976525e-06, ""min"": -14.1875, ""nan_count"": 0, ""std"": 0.9999732375144958, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.5.norm1.norm,37,"[1, 41, 1536]",bfloat16,1e-05,False,3d5499ee9a78fd0976c53552c9d6cdd29a9e8a40cda73fd80f6fb475449b35d2,2fc6dd0f3e39224125145f2d0d1d26c5a7c06bec5e138f1214455aeb1b450c98,"{""inf_count"": 0, ""max"": 384.0, ""mean"": 0.1406070739030838, ""min"": -346.0, ""nan_count"": 0, ""std"": 8.661742210388184, ""zero_count"": 8}","{""inf_count"": 0, ""max"": 20.625, ""mean"": 8.46507100504823e-06, ""min"": -14.125, ""nan_count"": 0, ""std"": 1.0001084804534912, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.5.norm3,37,"[1, 41, 1536]",bfloat16,1e-05,False,083f216c57ae0fb737efa7c9495b7441bcf504ac9349fa1374d8973e8c59052d,a60edda8fbc0a42e79531882bfe8ef940a5f15aca78f782c20ff9369f46ace0b,"{""inf_count"": 0, ""max"": 376.0, ""mean"": 0.1456582248210907, ""min"": -342.0, ""nan_count"": 0, ""std"": 8.361151695251465, ""zero_count"": 29}","{""inf_count"": 0, ""max"": 20.375, ""mean"": -1.1878890290972777e-05, ""min"": -14.25, ""nan_count"": 0, ""std"": 0.9999644160270691, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.6.norm1.norm,38,"[1, 41, 1536]",bfloat16,1e-05,False,f87714b132a0e65d1ff2a939af5db60b8056253ccb473206d8f03a6aa9cc265d,e3719c235d324052ec7e084f1a5374b710da4b7a0d99efbea4d928cf843599e9,"{""inf_count"": 0, ""max"": 422.0, ""mean"": 0.15277208387851715, ""min"": -382.0, ""nan_count"": 0, ""std"": 9.007614135742188, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 20.625, ""mean"": -1.0949324860121123e-06, ""min"": -14.125, ""nan_count"": 0, ""std"": 1.0000196695327759, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.6.norm3,38,"[1, 41, 1536]",bfloat16,1e-05,False,82a2f33b11911db249a18c68bab246deb653c5b5ff91b14c3b37ab6a4edfd510,ce536fc40cc66c09a9e24c7213fce432a071f76769bf5e39f3bfb4688b40b4ab,"{""inf_count"": 0, ""max"": 424.0, ""mean"": 0.1484435349702835, ""min"": -382.0, ""nan_count"": 0, ""std"": 9.040057182312012, ""zero_count"": 11}","{""inf_count"": 0, ""max"": 20.625, ""mean"": -1.0618106898618862e-05, ""min"": -14.1875, ""nan_count"": 0, ""std"": 0.9999530911445618, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.7.norm1.norm,39,"[1, 41, 1536]",bfloat16,1e-05,False,f870038048bafd25403417cf0a94603611ea61ae47d5c25ef48a591bf8cb25f2,6c657baf4433b6a24056704cfc1f7b35eeb6420200c740eb3eb9718a9b9fd249,"{""inf_count"": 0, ""max"": 464.0, ""mean"": 0.1541750580072403, ""min"": -422.0, ""nan_count"": 0, ""std"": 9.696710586547852, ""zero_count"": 8}","{""inf_count"": 0, ""max"": 21.0, ""mean"": -3.7519428133236943e-06, ""min"": -14.0625, ""nan_count"": 0, ""std"": 0.999914824962616, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.7.norm3,39,"[1, 41, 1536]",bfloat16,1e-05,False,48320800943e3b9567397df8aef1a0c53c93665b6d43f2d638360200ebe3af92,a25f33168c3226938b758cd252e9cd0b58b59907aa8fd7a43e4bdda21b34f917,"{""inf_count"": 0, ""max"": 454.0, ""mean"": 0.13827943801879883, ""min"": -418.0, ""nan_count"": 0, ""std"": 9.323880195617676, ""zero_count"": 48}","{""inf_count"": 0, ""max"": 20.5, ""mean"": -1.1876831194967963e-05, ""min"": -14.1875, ""nan_count"": 0, ""std"": 0.9999050498008728, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.8.norm1.norm,40,"[1, 41, 1536]",bfloat16,1e-05,False,a7684c0d6cc331243f0cf733d463292d51645bca8d7c78c634e36c1ad7a3323a,bcb849cd1f40c4873621667b49a0617403c13bad977c996920dcd7a11330652e,"{""inf_count"": 0, ""max"": 482.0, ""mean"": 0.13778768479824066, ""min"": -438.0, ""nan_count"": 0, ""std"": 9.57861614227295, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 20.0, ""mean"": -9.532139301882125e-06, ""min"": -14.0, ""nan_count"": 0, ""std"": 0.9998422265052795, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.8.norm3,40,"[1, 41, 1536]",bfloat16,1e-05,False,9d8ee081653d4998e82413d06693dda7ded001568aade29a7e9197d0291e0552,256858104ae43e031247fd77d9429fac4b0e44b4a61ffc15ddad72148c70f204,"{""inf_count"": 0, ""max"": 484.0, ""mean"": 0.13610035181045532, ""min"": -438.0, ""nan_count"": 0, ""std"": 9.6283597946167, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 20.0, ""mean"": -1.3093637790007051e-05, ""min"": -14.0625, ""nan_count"": 0, ""std"": 0.9998682141304016, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.9.norm1.norm,41,"[1, 41, 1536]",bfloat16,1e-05,False,4b145964b793f4fe3153982c1b277fbcef5ab08242acfa0982fa9881d5945284,c13d370854cfeee3ae2e8c4dc105b217dd623d0c825745d887b4f638115cff7e,"{""inf_count"": 0, ""max"": 510.0, ""mean"": 0.13549809157848358, ""min"": -462.0, ""nan_count"": 0, ""std"": 10.01640796661377, ""zero_count"": 7}","{""inf_count"": 0, ""max"": 19.75, ""mean"": -9.299415069108363e-06, ""min"": -13.875, ""nan_count"": 0, ""std"": 0.9998356103897095, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.9.norm3,41,"[1, 41, 1536]",bfloat16,1e-05,False,2ba8386624b73d690686b6e039da8a5a95541b0256fbb1969c101128880e5e0b,e94ba663d707ddbfc2f05a2aa20ef110210bd5b717f0455279610201040e8e8a,"{""inf_count"": 0, ""max"": 500.0, ""mean"": 0.11481055617332458, ""min"": -458.0, ""nan_count"": 0, ""std"": 9.727051734924316, ""zero_count"": 43}","{""inf_count"": 0, ""max"": 19.375, ""mean"": -1.4065241771277215e-07, ""min"": -14.0625, ""nan_count"": 0, ""std"": 1.0001003742218018, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.10.norm1.norm,42,"[1, 41, 1536]",bfloat16,1e-05,False,943d5f22b278123c6a92da5c0addc0c3585ecbec40a1a713b5c31cb6bcb1c750,9d88d054364146c156d0bcf9a99239ccccad54a48a4ce19526c30ef930770e23,"{""inf_count"": 0, ""max"": 520.0, ""mean"": 0.11497252434492111, ""min"": -474.0, ""nan_count"": 0, ""std"": 9.973186492919922, ""zero_count"": 10}","{""inf_count"": 0, ""max"": 18.875, ""mean"": -5.568309461523313e-06, ""min"": -14.0625, ""nan_count"": 0, ""std"": 0.9999048709869385, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.10.norm3,42,"[1, 41, 1536]",bfloat16,1e-05,False,6671447e4f369ae739553678ff67cc4ba7eda366fa5695ac433fe972616aa8ac,e099fa7fd95a153996593cb595eb8cc5ffd8f689a19c79059833a44a436627f3,"{""inf_count"": 0, ""max"": 520.0, ""mean"": 0.10845872759819031, ""min"": -474.0, ""nan_count"": 0, ""std"": 9.966192245483398, ""zero_count"": 16}","{""inf_count"": 0, ""max"": 18.75, ""mean"": 7.028623258520383e-06, ""min"": -14.125, ""nan_count"": 0, ""std"": 0.9999396800994873, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.11.norm1.norm,43,"[1, 41, 1536]",bfloat16,1e-05,False,2919f109ef6537a58beafbb44ed5cc65eead24688ce73724a8ed40062e322cd9,827495280212730bec35564d226642cd99b2adf4c0b6c04c8dc6dc55a0c3f927,"{""inf_count"": 0, ""max"": 540.0, ""mean"": 0.10470104962587357, ""min"": -488.0, ""nan_count"": 0, ""std"": 10.234589576721191, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 18.25, ""mean"": 2.5674821699794848e-06, ""min"": -14.1875, ""nan_count"": 0, ""std"": 1.000003457069397, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.11.norm3,43,"[1, 41, 1536]",bfloat16,1e-05,False,71d53009be59a33b4006d05942746a26719af17a1f78089a636049cc4a0f69fc,3fb42d6741a7e07fd331d781ad49e7b5415e87c1c963af83519c35057a297c74,"{""inf_count"": 0, ""max"": 540.0, ""mean"": 0.0852971151471138, ""min"": -488.0, ""nan_count"": 0, ""std"": 10.178399085998535, ""zero_count"": 27}","{""inf_count"": 0, ""max"": 18.25, ""mean"": 2.2763642846257426e-06, ""min"": -14.3125, ""nan_count"": 0, ""std"": 0.9999902248382568, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.12.norm1.norm,44,"[1, 41, 1536]",bfloat16,1e-05,False,09697c296167e368c1eb9ae4b37dfdf58abdc37e3395fa044aefedd2e9e4e7ed,8bcc888406decf51f5c3dc7232e05169df1cde0c496f0c2645c43d43e58bbf81,"{""inf_count"": 0, ""max"": 560.0, ""mean"": 0.07635113596916199, ""min"": -502.0, ""nan_count"": 0, ""std"": 10.483965873718262, ""zero_count"": 5}","{""inf_count"": 0, ""max"": 18.125, ""mean"": -1.707939645712031e-06, ""min"": -14.375, ""nan_count"": 0, ""std"": 1.0000005960464478, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.12.norm3,44,"[1, 41, 1536]",bfloat16,1e-05,False,0fe274d2c08f531e94fb995410154461392ddf08660816b9089b81949359867a,daa67e41247a8f5d9a25bde941278c60518e08b0ef3e78a6ba46cf9a866491f2,"{""inf_count"": 0, ""max"": 560.0, ""mean"": 0.07958991825580597, ""min"": -502.0, ""nan_count"": 0, ""std"": 10.4994535446167, ""zero_count"": 23}","{""inf_count"": 0, ""max"": 18.25, ""mean"": 3.3095116123149637e-06, ""min"": -14.375, ""nan_count"": 0, ""std"": 1.0000377893447876, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.13.norm1.norm,45,"[1, 41, 1536]",bfloat16,1e-05,False,4207d81ec3cc50b339da88739c0109749d490ce8caf4c5f9974c6f2e79ccd051,032134e71b4e44e550c245e0f81916beb3d8f34925d6b4cce99026940423289e,"{""inf_count"": 0, ""max"": 580.0, ""mean"": 0.073218435049057, ""min"": -516.0, ""nan_count"": 0, ""std"": 10.867830276489258, ""zero_count"": 15}","{""inf_count"": 0, ""max"": 18.25, ""mean"": -1.3340779787540669e-06, ""min"": -14.3125, ""nan_count"": 0, ""std"": 0.9999513626098633, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.13.norm3,45,"[1, 41, 1536]",bfloat16,1e-05,False,d3002655eeb581689f5cb0abf56efb571ce34eebee730542d19f284dbad0f59a,895169cba8a0439edf171792c65638bf502f1c09a626689217a4824bce6ea037,"{""inf_count"": 0, ""max"": 580.0, ""mean"": 0.06986718624830246, ""min"": -516.0, ""nan_count"": 0, ""std"": 10.850461959838867, ""zero_count"": 24}","{""inf_count"": 0, ""max"": 18.375, ""mean"": -1.1303076234980836e-06, ""min"": -14.375, ""nan_count"": 0, ""std"": 0.999932587146759, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.14.norm1.norm,46,"[1, 41, 1536]",bfloat16,1e-05,False,9fafefc9fbd011e1bfac7f2751aec59792c4f10515d792368eb98d4792491216,cdb03f841e831b6f137f0209dc89a08cf948a7c62344684171876f2513308cc8,"{""inf_count"": 0, ""max"": 600.0, ""mean"": 0.06658921390771866, ""min"": -528.0, ""nan_count"": 0, ""std"": 11.185980796813965, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 17.75, ""mean"": 4.727181419639237e-07, ""min"": -14.375, ""nan_count"": 0, ""std"": 1.0000540018081665, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.14.norm3,46,"[1, 41, 1536]",bfloat16,1e-05,False,d793bc72b195799dc441260bc9000fed7834f578ceb255d6b9ac33b8a113be0a,2f4463e9211a95c554bdda6690319f6b684f8f901937794eced0043a8a5056fb,"{""inf_count"": 0, ""max"": 600.0, ""mean"": 0.06646715849637985, ""min"": -528.0, ""nan_count"": 0, ""std"": 11.194337844848633, ""zero_count"": 12}","{""inf_count"": 0, ""max"": 17.75, ""mean"": 5.124788003740832e-06, ""min"": -14.3125, ""nan_count"": 0, ""std"": 1.0000429153442383, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.15.norm1.norm,47,"[1, 41, 1536]",bfloat16,1e-05,False,05923a0e91087ffc31cbb6fb4b9d236cef775cfb4d71acf8156ea31a78b314f4,5a14f1f02dedcaf6b7d3dc242c3b03a15ee32b0103561428a00c6b3f7a44c18e,"{""inf_count"": 0, ""max"": 624.0, ""mean"": 0.06817915290594101, ""min"": -544.0, ""nan_count"": 0, ""std"": 11.695767402648926, ""zero_count"": 8}","{""inf_count"": 0, ""max"": 17.25, ""mean"": 4.250101937941508e-06, ""min"": -14.4375, ""nan_count"": 0, ""std"": 0.9999361038208008, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.15.norm3,47,"[1, 41, 1536]",bfloat16,1e-05,False,0fffc7b2d8f1887e5b398c405e2961ebce36579364fb1ed133f2ba73f87b4f7f,536e0c0a3b88aefd0a5460f42cf0c9c8a80fd1f874764ec48765378310773355,"{""inf_count"": 0, ""max"": 624.0, ""mean"": 0.05665735900402069, ""min"": -544.0, ""nan_count"": 0, ""std"": 11.702690124511719, ""zero_count"": 12}","{""inf_count"": 0, ""max"": 17.375, ""mean"": -5.0838402785302605e-06, ""min"": -14.4375, ""nan_count"": 0, ""std"": 0.999930202960968, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.16.norm1.norm,48,"[1, 41, 1536]",bfloat16,1e-05,False,a5fff8f769a8687922104af842156a7c5e8ea00b5e53b0b98b6c45b341c98609,b7b5858873204d9d9a654e6120d2a32939b10fe8b4d8e9eab5c3a3ff254cd1a6,"{""inf_count"": 0, ""max"": 652.0, ""mean"": 0.049087148159742355, ""min"": -556.0, ""nan_count"": 0, ""std"": 12.204561233520508, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 17.25, ""mean"": -1.872458051366266e-05, ""min"": -14.75, ""nan_count"": 0, ""std"": 1.0000059604644775, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.16.norm3,48,"[1, 41, 1536]",bfloat16,1e-05,False,ab59ad795da1c1954419a324b5491f8b5a806ddfa47207a5c9b4d148bd401ae6,49c6e0958d84b9695e73f752d4b05015edb272c26487f3985c401b9b677aa828,"{""inf_count"": 0, ""max"": 656.0, ""mean"": 0.053662415593862534, ""min"": -556.0, ""nan_count"": 0, ""std"": 12.234041213989258, ""zero_count"": 25}","{""inf_count"": 0, ""max"": 17.5, ""mean"": -1.3878675417799968e-06, ""min"": -14.6875, ""nan_count"": 0, ""std"": 0.9999523758888245, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.17.norm1.norm,49,"[1, 41, 1536]",bfloat16,1e-05,False,016d22dcc4d6aa360496754c9222f8be3996c1145fd6034d43f220f78b3c6e0a,f2f29edc9eaaeb77905c16e3a0ce7b7d5ecbcb1ca54b821af77a1ed899b93cad,"{""inf_count"": 0, ""max"": 680.0, ""mean"": 0.05357370898127556, ""min"": -568.0, ""nan_count"": 0, ""std"": 12.7166748046875, ""zero_count"": 6}","{""inf_count"": 0, ""max"": 17.5, ""mean"": 4.699802047980484e-06, ""min"": -14.75, ""nan_count"": 0, ""std"": 1.0000218152999878, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.17.norm3,49,"[1, 41, 1536]",bfloat16,1e-05,False,19268c11b638d951a82c358c15e24dd0e962b6fa1c24ba1930d660ade208405d,02c920329447864d1d92954aa418d42f1abc7e7704758250d9bd4ad56625dc0b,"{""inf_count"": 0, ""max"": 676.0, ""mean"": 0.0522330179810524, ""min"": -568.0, ""nan_count"": 0, ""std"": 12.70085620880127, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 17.375, ""mean"": -1.8341754071116156e-07, ""min"": -14.8125, ""nan_count"": 0, ""std"": 0.9999856352806091, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.18.norm1.norm,50,"[1, 41, 1536]",bfloat16,1e-05,False,ba1326ab64e98761af83b1509996becb850af29d223aea839ae68ed1cdf30565,d76372f4581994517ff39cdd28f1784d938333162b782afc46a6e5588dd81e04,"{""inf_count"": 0, ""max"": 704.0, ""mean"": 0.04299340769648552, ""min"": -576.0, ""nan_count"": 0, ""std"": 13.15158462524414, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 17.125, ""mean"": 8.227379112213384e-06, ""min"": -15.6875, ""nan_count"": 0, ""std"": 1.0000091791152954, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.18.norm3,50,"[1, 41, 1536]",bfloat16,1e-05,False,9cd234086e7cf2dbcf141fd0e802fbb22cc07bc223b7d3942e2d83ed6484bb58,ddcba72b6fe6b3daf509a97476f17f6157025e047b924a3e4913f9e733451c13,"{""inf_count"": 0, ""max"": 704.0, ""mean"": 0.043754637241363525, ""min"": -576.0, ""nan_count"": 0, ""std"": 13.16230583190918, ""zero_count"": 16}","{""inf_count"": 0, ""max"": 17.375, ""mean"": -3.1340898658527294e-06, ""min"": -15.5625, ""nan_count"": 0, ""std"": 1.0001033544540405, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.19.norm1.norm,51,"[1, 41, 1536]",bfloat16,1e-05,False,0f8a217feb3f4647460ca589995cff5ed790a52ce454fd66ca0bf39dd2a139bf,7b0e8895579c0e040b8963fc941193dd3d6af2ab09cb1805b9f128c6dab889e7,"{""inf_count"": 0, ""max"": 728.0, ""mean"": 0.044765353202819824, ""min"": -584.0, ""nan_count"": 0, ""std"": 13.660216331481934, ""zero_count"": 6}","{""inf_count"": 0, ""max"": 17.125, ""mean"": -2.1076057237223722e-05, ""min"": -15.875, ""nan_count"": 0, ""std"": 0.9999436736106873, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.19.norm3,51,"[1, 41, 1536]",bfloat16,1e-05,False,4dda080b7ed3393f523c78f82e93ae5cb708e14162393b35e8826857b5d91346,20658a82ed068bf21db1d46991669094a4964baa90cb3c570b36dc69682c1649,"{""inf_count"": 0, ""max"": 728.0, ""mean"": 0.03123350441455841, ""min"": -584.0, ""nan_count"": 0, ""std"": 13.65408706665039, ""zero_count"": 24}","{""inf_count"": 0, ""max"": 17.0, ""mean"": 7.666223496016755e-07, ""min"": -15.75, ""nan_count"": 0, ""std"": 1.0000051259994507, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.20.norm1.norm,52,"[1, 41, 1536]",bfloat16,1e-05,False,e74e5581264a1ec9f21d5feaef593ff111a7932ad4e8cdecd668004f9580998b,9b06a8603c32d5b0b6468696ff995328fe2f7bdc280749533b320b6ed55aa793,"{""inf_count"": 0, ""max"": 760.0, ""mean"": 0.03999648988246918, ""min"": -600.0, ""nan_count"": 0, ""std"": 14.443090438842773, ""zero_count"": 14}","{""inf_count"": 0, ""max"": 16.625, ""mean"": 2.1692698283004574e-05, ""min"": -15.6875, ""nan_count"": 0, ""std"": 0.9998751878738403, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.20.norm3,52,"[1, 41, 1536]",bfloat16,1e-05,False,3a56b2ac716c4ab22391985b4752a589c58a687c638995ce6ac00f383df0640f,eec16b2969aaae7126e66209501548c448c67263f39fdb15e67db2d65bd6e599,"{""inf_count"": 0, ""max"": 764.0, ""mean"": 0.03875964134931564, ""min"": -600.0, ""nan_count"": 0, ""std"": 14.502424240112305, ""zero_count"": 23}","{""inf_count"": 0, ""max"": 16.875, ""mean"": 3.3882574825838674e-06, ""min"": -15.25, ""nan_count"": 0, ""std"": 0.9999682307243347, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.21.norm1.norm,53,"[1, 41, 1536]",bfloat16,1e-05,False,964139b598616bab65b1fd994cc81ba1cbfd5b06d60b59e911fd5cf4a47e2497,61f069bf4bae682a18508eb23633de979e8fc5a3d4575cd19248681f993c3c8c,"{""inf_count"": 0, ""max"": 792.0, ""mean"": 0.04430472105741501, ""min"": -612.0, ""nan_count"": 0, ""std"": 15.2113618850708, ""zero_count"": 5}","{""inf_count"": 0, ""max"": 16.5, ""mean"": 1.2175096344435588e-05, ""min"": -15.1875, ""nan_count"": 0, ""std"": 1.0001027584075928, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.21.norm3,53,"[1, 41, 1536]",bfloat16,1e-05,False,1f88d5f99d6ddc66263e28e4f83a77ec4e29cb4b8456e00776780d1f520bfff0,13fd178d6995df321279136ae129b011e6249ea162dece5378392091113e7d8e,"{""inf_count"": 0, ""max"": 792.0, ""mean"": 0.04349473863840103, ""min"": -612.0, ""nan_count"": 0, ""std"": 15.260972023010254, ""zero_count"": 25}","{""inf_count"": 0, ""max"": 16.375, ""mean"": -4.738448296848219e-06, ""min"": -15.0625, ""nan_count"": 0, ""std"": 0.9999876618385315, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.22.norm1.norm,54,"[1, 41, 1536]",bfloat16,1e-05,False,8d60a1aecfb077ecb30d32fe5618ae60a849ab999ec648e6344cfc2efc40b3c2,77b44ceffccd16866051cf437633d2b708f8c7b677041fdbf130372c5bb4004d,"{""inf_count"": 0, ""max"": 824.0, ""mean"": 0.07207322865724564, ""min"": -632.0, ""nan_count"": 0, ""std"": 16.370525360107422, ""zero_count"": 18}","{""inf_count"": 0, ""max"": 15.4375, ""mean"": -1.3606092579721007e-05, ""min"": -15.0, ""nan_count"": 0, ""std"": 1.0000089406967163, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.22.norm3,54,"[1, 41, 1536]",bfloat16,1e-05,False,7f555445339680e36ff3fc09d7948c50a88ee71c7fc874392b8272ec399b664e,6c88c08865a343058c7ac38f473285adc219827f04552371352247f4fd854045,"{""inf_count"": 0, ""max"": 824.0, ""mean"": 0.07015920430421829, ""min"": -632.0, ""nan_count"": 0, ""std"": 16.37289810180664, ""zero_count"": 13}","{""inf_count"": 0, ""max"": 15.375, ""mean"": -2.0311615571699804e-06, ""min"": -15.0, ""nan_count"": 0, ""std"": 1.0000426769256592, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.23.norm1.norm,55,"[1, 41, 1536]",bfloat16,1e-05,False,9d5a781ef967b512f3568f6cf8aafe2a29b1a186fdc7693cc74f45fd81bd1f08,0454e659d0c92533e84f9207839cfa8fccddaed0f846a8cbe12d090006453bdc,"{""inf_count"": 0, ""max"": 848.0, ""mean"": 0.10711326450109482, ""min"": -648.0, ""nan_count"": 0, ""std"": 17.474475860595703, ""zero_count"": 8}","{""inf_count"": 0, ""max"": 14.6875, ""mean"": 8.361126674572006e-06, ""min"": -14.75, ""nan_count"": 0, ""std"": 1.0000267028808594, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.23.norm3,55,"[1, 41, 1536]",bfloat16,1e-05,False,0bc1fe5200b92909509449df08c86e84c0103ecbe64f112d2597556126c3aed4,f3585837fcc5869e7b5709c88eb4a89c088d15b6f403dcf2daa92098f4475de6,"{""inf_count"": 0, ""max"": 848.0, ""mean"": 0.08905066549777985, ""min"": -648.0, ""nan_count"": 0, ""std"": 17.459341049194336, ""zero_count"": 17}","{""inf_count"": 0, ""max"": 14.6875, ""mean"": 2.3518393845733954e-06, ""min"": -14.625, ""nan_count"": 0, ""std"": 0.9999895691871643, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.24.norm1.norm,56,"[1, 41, 1536]",bfloat16,1e-05,False,c14481e50706a564c240404d52e86dc1aa061052ac6fe3e24be2be7a0fd6e529,05ac84c04924701a168a0044f54d3a60a0cd5cbc5c1051f1426a4efb1e8915d1,"{""inf_count"": 0, ""max"": 876.0, ""mean"": 0.16894444823265076, ""min"": -668.0, ""nan_count"": 0, ""std"": 19.104890823364258, ""zero_count"": 9}","{""inf_count"": 0, ""max"": 13.9375, ""mean"": -1.2950199561601039e-05, ""min"": -13.6875, ""nan_count"": 0, ""std"": 0.9998906850814819, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.24.norm3,56,"[1, 41, 1536]",bfloat16,1e-05,False,9cf94d0b7aa2f2d494dee1974ff828f64227c015d4df9379692c7571ff981930,23ef30050801ce9cfc15f6de5bf9eaa7b27e1839dd438d56f74806d7740a8d02,"{""inf_count"": 0, ""max"": 876.0, ""mean"": 0.1682017594575882, ""min"": -668.0, ""nan_count"": 0, ""std"": 19.113582611083984, ""zero_count"": 11}","{""inf_count"": 0, ""max"": 13.9375, ""mean"": -1.2661625987675507e-05, ""min"": -13.625, ""nan_count"": 0, ""std"": 1.0000011920928955, ""zero_count"": 0}"
action_dit_adaln_norm1,action_head.model.transformer_blocks.25.norm1.norm,57,"[1, 41, 1536]",bfloat16,1e-05,False,7082e8e72f49d2267a9c2d3af76599aea1291f0af6a2e95fc4f1efe201133fdb,5a8e298d6b911599a6504c7ed286b6d7dc798fc198fb653b47a60c5a634dca3c,"{""inf_count"": 0, ""max"": 900.0, ""mean"": 0.2749044895172119, ""min"": -688.0, ""nan_count"": 0, ""std"": 20.89400291442871, ""zero_count"": 5}","{""inf_count"": 0, ""max"": 13.375, ""mean"": 6.614661742787575e-07, ""min"": -11.8125, ""nan_count"": 0, ""std"": 1.0000265836715698, ""zero_count"": 0}"
action_dit_norm3,action_head.model.transformer_blocks.25.norm3,57,"[1, 41, 1536]",bfloat16,1e-05,False,a6146bb502e849b1924d6d69a838a94f808ce8bd60ebd26f1244bfee32c9bbce,7331cef92284ebf2963f189e1059b242e1030361b98e2cab5d7ffeb3470d8bab,"{""inf_count"": 0, ""max"": 900.0, ""mean"": 0.266380250453949, ""min"": -688.0, ""nan_count"": 0, ""std"": 20.86326789855957, ""zero_count"": 25}","{""inf_count"": 0, ""max"": 13.375, ""mean"": 1.69289305631537e-05, ""min"": -11.8125, ""nan_count"": 0, ""std"": 0.9999793767929077, ""zero_count"": 0}"
